ID,EZI_ROAD_NAME,ROAD_NAME,ROAD_TYPE,AGE_LESS_THAN_15YRS_PCNT,AGE_15_24YRS_PCNT,AGE_25_44YRS_PCNT,AGE_45_64YRS_PCNT,AGE_18YRS_OVER_PCNT,AGE_65YRS_OVER_PCNT,SEO_PERSONS_PCNT,FC_COUPLE_NO_CHILDREN_PCNT,FC_COUPLE_WITH_CHILDREN_PCNT,FC_SINGLE_PARENT,CARS_ZERO_HH_PCNT,CARS_ONE_HH_PCNT,CARS_TWO_OR_MORE_HH_PCNT,DWELLING_SEP_HOUSE_PCNT,DWELLING_SEMID_RO_OR_TCE_H_TH_P,DWELLING_FLAT_UNIT_APART_PCNT,OCCUPATION_WHITE_COLLAR_PCNT,OCCUPATION_BLUE_COLLAR_PCNT,SEIFA,Commercial%,Industrial%,Residential%,Parkland%,Primary_Production%,Lq_Licenses,Intersection,Supermarket,primary_school,secondary_school,km_post,traffic_signal,Blackspot
329,HALLETTS WAY,HALLETTS,WAY,0.244444444,0.161904762,0.236507937,0.296825397,0.707936508,0.06031746,0.870047544,0.327683616,0.570621469,0.118644068,0,0.147727273,0.852272727,1,0,0,0.679127726,0.348909657,1044,0,0,0.528920076,0.14237404,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
7465,NICHOLLS ROAD,NICHOLLS,ROAD,0.248971193,0.135802469,0.230452675,0.300411523,0.70781893,0.08436214,0.964435146,0.325757576,0.590909091,0.075757576,0,0.101449275,0.876811594,1,0,0,0.61752988,0.390438247,1019,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
748,DONALD MCLEANS ROAD,DONALD MCLEANS,ROAD,0.166666667,0.105855856,0.191441441,0.304054054,0.792792793,0.231981982,0.862385321,0.38317757,0.373831776,0.177570093,0.028089888,0.269662921,0.651685393,1,0,0,0.517730496,0.460992908,897,0,0,0,0,0.264150425,0,non-Intersection,0,0,0,0,0,non-Blackspot
9440,PORTREATH ROAD,PORTREATH,ROAD,0.206521739,0.101449275,0.188405797,0.344202899,0.759057971,0.15942029,0.940433213,0.387283237,0.514450867,0.098265896,0,0.128865979,0.850515464,0.984375,0,0,0.775510204,0.221088435,1099,0,0,0,0,0.117588965,0,non-Intersection,0,0,0,0,0,non-Blackspot
7831,ALFRED STREET,ALFRED,STREET,0.122222222,0.094444444,0.238888889,0.227777778,0.844444444,0.316666667,0.893854749,0.619047619,0.261904762,0.285714286,0.131868132,0.43956044,0.373626374,0.414893617,0.170212766,0.138297872,0.461538462,0.415384615,867,0.153150553,0.58028634,0,0.197860558,0,4,Intersection,0,0,0,0,0,Blackspot
1267,LOWER PLAINS ROAD,LOWER PLAINS,ROAD,0.24,0.148235294,0.188235294,0.310588235,0.701176471,0.112941176,0.916666667,0.310344828,0.49137931,0.129310345,0,0.104477612,0.835820896,0.976,0,0.024,0.548076923,0.370192308,1008,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
1548,BOURKES ROAD,BOURKES,ROAD,0.268758527,0.070941337,0.312414734,0.263301501,0.708049113,0.084583902,0.941340782,0.380487805,0.590243902,0.048780488,0,0.133603239,0.834008097,1,0,0,0.605128205,0.38974359,1085,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
407,HALLETTS WAY,HALLETTS,WAY,0.265258216,0.13028169,0.300469484,0.190140845,0.686619718,0.113849765,0.891537545,0.263157895,0.473684211,0.206140351,0.019736842,0.375,0.575657895,0.797385621,0.094771242,0.013071895,0.548302872,0.402088773,961,0,0,1,0,0,0,Intersection,0,0,0,0,0,Blackspot
5473,OLD FUMINA ROAD,OLD FUMINA,ROAD,0.096774194,0.092741935,0.157258065,0.334677419,0.875,0.318548387,0.846153846,0.590909091,0.242424242,0.045454545,0,0.300884956,0.601769912,1,0,0,0.718446602,0.427184466,943,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
4061,MATTHEW STREET,MATTHEW,STREET,0.127802691,0.121076233,0.152466368,0.31838565,0.834080717,0.280269058,0.898648649,0.490909091,0.245454545,0.245454545,0.093333333,0.475555556,0.337777778,0.981651376,0.018348624,0,0.556962025,0.462025316,852,0,0,0.999264258,0.000735742,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
494,WATSON STREET,WATSON,STREET,0.204980843,0.137931034,0.216475096,0.250957854,0.756704981,0.189655172,0.857142857,0.345323741,0.431654676,0.244604317,0.015625,0.364583333,0.583333333,0.974619289,0.025380711,0,0.643478261,0.32173913,963,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
6207,YOUNG STREET,YOUNG,STREET,0.118329466,0.046403712,0.113689095,0.199535963,0.860788863,0.522041763,0.916666667,0.523809524,0.321428571,0.19047619,0.063829787,0.503546099,0.397163121,0.680851064,0.056737589,0.262411348,0.712871287,0.376237624,898,0,0,1,0,0,0,Intersection,0,0,0,0,0,Blackspot
1429,MAIN ROAD,MAIN,ROAD,0.191011236,0.094382022,0.249438202,0.334831461,0.768539326,0.130337079,0.93166287,0.431818182,0.439393939,0.159090909,0,0.133333333,0.806666667,1,0,0,0.55450237,0.417061611,1006,0,0,0.912836343,0,0,0,non-Intersection,0,1,0,0,0,non-Blackspot
3389,DOVER STREET,DOVER,STREET,0.216535433,0.069553806,0.250656168,0.282152231,0.761154856,0.181102362,0.877631579,0.364583333,0.427083333,0.182291667,0.030405405,0.391891892,0.537162162,1,0,0,0.658536585,0.365853659,967,0,0,0.911845719,0,0.088154281,0,non-Intersection,0,0,0,0,0,non-Blackspot
5252,GRADED ROAD,GRADED,ROAD,0.152610442,0.080321285,0.184738956,0.333333333,0.819277108,0.248995984,0.944,0.492753623,0.289855072,0.173913043,0.036363636,0.181818182,0.7,1,0,0,0.525773196,0.350515464,927,0,0,0,0.458963887,0.541036113,0,non-Intersection,0,0,0,0,0,non-Blackspot
1454,BANNOCKBURN-SHELFORD ROAD,BANNOCKBURN-SHELFORD,ROAD,0.20123839,0.108359133,0.204334365,0.340557276,0.761609907,0.145510836,0.852201258,0.431578947,0.484210526,0.052631579,0,0.115384615,0.884615385,1,0,0,0.688622754,0.329341317,1049,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
5369,ORCHARD ROAD,ORCHARD,ROAD,0.188571429,0.111428571,0.194285714,0.311428571,0.754285714,0.194285714,0.889807163,0.402173913,0.434782609,0.206521739,0,0.225,0.733333333,1,0,0,0.554794521,0.438356164,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
5327,MT DORAN ROAD,MT DORAN,ROAD,0.188571429,0.111428571,0.194285714,0.311428571,0.754285714,0.194285714,0.889807163,0.402173913,0.434782609,0.206521739,0,0.225,0.733333333,1,0,0,0.554794521,0.438356164,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
3763,BASS HIGHWAY,BASS,HIGHWAY,0.157434402,0.069970845,0.244897959,0.294460641,0.781341108,0.233236152,0.902654867,0.557894737,0.368421053,0.126315789,0.034722222,0.375,0.569444444,0.952054795,0.02739726,0,0.646616541,0.353383459,986,0.491286094,0,0.508713906,0,0,3,non-Intersection,0,0,0,0,0,non-Blackspot
3817,BASS HIGHWAY,BASS,HIGHWAY,0.228632479,0.123931624,0.294871795,0.247863248,0.728632479,0.104700855,0.91684435,0.349206349,0.388888889,0.238095238,0.015306122,0.392857143,0.525510204,0.97044335,0,0,0.509174312,0.426605505,892,0,0,0.872224933,0.127775067,0,1,non-Intersection,0,0,0,0,0,non-Blackspot
4552,BELLS ROAD,BELLS,ROAD,0.213740458,0.122137405,0.25,0.314885496,0.751908397,0.099236641,0.920152091,0.363013699,0.47260274,0.130136986,0.017751479,0.082840237,0.840236686,1,0,0,0.643636364,0.345454545,1007,0,0,0,0.072314103,0.097584892,0,Intersection,0,0,0,0,0,non-Blackspot
1374,ORMOND STREET,ORMOND,STREET,0.200557103,0.114206128,0.245125348,0.281337047,0.740947075,0.158774373,0.954285714,0.36,0.51,0.12,0,0.134920635,0.841269841,0.976377953,0,0,0.677966102,0.310734463,1016,0,0,0.645104229,0,0.354895771,1,non-Intersection,0,0,0,0,0,non-Blackspot
4500,REIDYS ROAD,REIDYS,ROAD,0.175308642,0.098765432,0.222222222,0.325925926,0.785185185,0.177777778,0.926470588,0.441441441,0.513513514,0.099099099,0,0.142857143,0.827067669,1,0,0,0.629807692,0.370192308,1025,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
815,ELAINE-BLUE BRIDGE ROAD,ELAINE-BLUE BRIDGE,ROAD,0.188571429,0.111428571,0.194285714,0.311428571,0.754285714,0.194285714,0.889807163,0.402173913,0.434782609,0.206521739,0,0.225,0.733333333,1,0,0,0.554794521,0.438356164,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
6494,ALBERT STREET,ALBERT,STREET,0.144638404,0.092269327,0.19201995,0.289276808,0.835411471,0.281795511,0.874680307,0.432692308,0.346153846,0.163461538,0.114457831,0.415662651,0.427710843,0.759036145,0.090361446,0.114457831,0.644444444,0.355555556,984,0.493349863,0,0.506650137,0,0,5,non-Intersection,0,0,0,0,0,non-Blackspot
9812,ALBON STREET,ALBON,STREET,0.130498534,0.080645161,0.162756598,0.326979472,0.851906158,0.299120235,0.896501458,0.597014925,0.233830846,0.144278607,0.029801325,0.347682119,0.579470199,1,0,0,0.578125,0.44140625,934,0,0,0.698964062,0.301035938,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
3885,WHITE ROAD,WHITE,ROAD,0.131531532,0.079279279,0.153153153,0.291891892,0.837837838,0.344144144,0.863874346,0.52173913,0.246376812,0.202898551,0.130909091,0.425454545,0.370909091,0.829545455,0.034090909,0.098484848,0.628742515,0.359281437,849,0.212201292,0,0.708211666,0.079587041,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
8186,PRINCES WAY,PRINCES,WAY,0.19140625,0.15625,0.16796875,0.3125,0.75390625,0.171875,0.915057915,0.416666667,0.444444444,0.166666667,0,0.255555556,0.744444444,0.95505618,0.04494382,0,0.655737705,0.31147541,1005,0,0,0.298183741,0,0.701816259,0,non-Intersection,0,0,0,0,0,Blackspot
655,TILLEYS ROAD,TILLEYS,ROAD,0.21589404,0.141721854,0.312582781,0.201324503,0.741721854,0.128476821,0.797940798,0.401869159,0.518691589,0.126168224,0.011450382,0.22519084,0.721374046,1,0,0,0.713924051,0.265822785,1032,0,0,0,0,1,0,Intersection,0,0,0,0,0,non-Blackspot
2657,HARVEY STREET,HARVEY,STREET,0.129979036,0.050314465,0.176100629,0.295597484,0.853249476,0.348008386,0.915789474,0.606837607,0.316239316,0.076923077,0.055,0.38,0.545,0.767326733,0.04950495,0.143564356,0.721393035,0.268656716,1052,0,0,0.770597814,0.229402186,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
498,MALCOLM STREET,MALCOLM,STREET,0.168377823,0.078028747,0.186858316,0.227926078,0.809034908,0.338809035,0.887573964,0.433070866,0.338582677,0.181102362,0.110091743,0.472477064,0.362385321,0.79638009,0.126696833,0.076923077,0.654761905,0.291666667,936,0.257237172,0,0.742762828,0,0,0,non-Intersection,0,0,1,0,0,non-Blackspot
2570,GRANTVILLE-GLEN ALVIE ROAD,GRANTVILLE-GLEN ALVIE,ROAD,0.113573407,0.083102493,0.141274238,0.332409972,0.855955679,0.329639889,0.903225806,0.59223301,0.242718447,0.174757282,0.06043956,0.324175824,0.532967033,0.733727811,0,0,0.647058824,0.330882353,904,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
869,GEELONG-BACCHUS MARSH ROAD,GEELONG-BACCHUS MARSH,ROAD,0.195286195,0.067340067,0.245791246,0.353535354,0.754208754,0.138047138,0.859589041,0.483516484,0.395604396,0.131868132,0,0.161904762,0.761904762,0.96969697,0,0,0.527027027,0.412162162,1018,0,0,0,0,1,0,Intersection,0,1,0,1,0,Blackspot
7703,STONES ROAD,STONES,ROAD,0.191011236,0.094382022,0.249438202,0.334831461,0.768539326,0.130337079,0.93166287,0.431818182,0.439393939,0.159090909,0,0.133333333,0.806666667,1,0,0,0.55450237,0.417061611,1006,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
6618,PEARSE STREET,PEARSE,STREET,0.18729097,0.123745819,0.217391304,0.20735786,0.782608696,0.264214047,0.888111888,0.397260274,0.356164384,0.260273973,0.119266055,0.266055046,0.577981651,0.839622642,0.075471698,0.08490566,0.477876106,0.433628319,890,0.49676517,0.50323483,0,0,0,0,Intersection,0,0,0,0,0,non-Blackspot
7773,DARNUM-SHADY CREEK ROAD,DARNUM-SHADY CREEK,ROAD,0.248780488,0.126829268,0.23902439,0.273170732,0.685365854,0.112195122,0.879901961,0.289719626,0.570093458,0.140186916,0.02238806,0.201492537,0.708955224,1,0,0,0.576271186,0.457627119,979,0,0,0.766704315,0,0.233295685,0,non-Intersection,0,0,0,0,0,non-Blackspot
4002,CARNEYS ROAD,CARNEYS,ROAD,0.11627907,0.10755814,0.145348837,0.261627907,0.837209302,0.369186047,0.825581395,0.487804878,0.207317073,0.268292683,0.166666667,0.54,0.266666667,1,0,0,0.577319588,0.402061856,831,0,0.498672663,0.389623738,0.005971604,0.105731995,0,non-Intersection,0,0,0,0,0,non-Blackspot
4683,YANKEE FLAT ROAD,YANKEE FLAT,ROAD,0.19123506,0.111553785,0.143426295,0.386454183,0.772908367,0.167330677,0.920318725,0.521126761,0.492957746,0.056338028,0,0.075,0.8875,1,0,0,0.609756098,0.349593496,1036,0,0,0,0,0.906836868,0,non-Intersection,0,0,0,0,0,non-Blackspot
4163,DIXON STREET,DIXON,STREET,0.119246862,0.056485356,0.125523013,0.276150628,0.876569038,0.422594142,0.888888889,0.6484375,0.2578125,0.1015625,0.057142857,0.471428571,0.428571429,0.810679612,0.189320388,0,0.557575758,0.309090909,947,0.01836836,0,0.81142301,0.170208631,0,2,non-Intersection,0,0,0,0,0,non-Blackspot
5513,COSTINS ROAD,COSTINS,ROAD,0,0,0,0,1,1,0.666666667,0,0,0,0,0.666666667,0.333333333,1,0,0,0,0,0,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2231,GREAT OCEAN ROAD,GREAT OCEAN,ROAD,0.206521739,0.101449275,0.188405797,0.344202899,0.759057971,0.15942029,0.940433213,0.387283237,0.514450867,0.098265896,0,0.128865979,0.850515464,0.984375,0,0,0.775510204,0.221088435,1099,0,0,0.26947207,0,0.73052793,1,non-Intersection,0,0,0,0,0,non-Blackspot
3711,ERSKINE FALLS ROAD,ERSKINE FALLS,ROAD,0.121987952,0.05873494,0.228915663,0.269578313,0.853915663,0.320783133,0.769465649,0.575757576,0.303030303,0.075757576,0.068493151,0.429223744,0.461187215,0.745454545,0.059090909,0.122727273,0.695205479,0.284246575,1037,0,0,0.622720425,0.377279575,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2926,SETTLEMENT ROAD,SETTLEMENT,ROAD,0.044660194,0.046601942,0.085436893,0.153398058,0.937864078,0.669902913,0.880157171,0.720720721,0.108108108,0.126126126,0.167259786,0.622775801,0.103202847,0.24911032,0.722419929,0.028469751,0.682926829,0.426829268,860,0.163793443,0,0.660834061,0,0,3,Intersection,0,1,0,0,0,Blackspot
3715,POLWARTH ROAD,POLWARTH,ROAD,0.121987952,0.05873494,0.228915663,0.269578313,0.853915663,0.320783133,0.769465649,0.575757576,0.303030303,0.075757576,0.068493151,0.429223744,0.461187215,0.745454545,0.059090909,0.122727273,0.695205479,0.284246575,1037,0,0,0.821848536,0.178151464,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
9738,MT DORAN ROAD,MT DORAN,ROAD,0.221774194,0.052419355,0.181451613,0.330645161,0.774193548,0.213709677,0.853556485,0.419354839,0.35483871,0.129032258,0,0.170454545,0.795454545,1,0,0,0.678571429,0.380952381,938,0,0,0,0.806592054,0.193407946,0,non-Intersection,0,0,0,0,0,non-Blackspot
1616,MANDERS ROAD,MANDERS,ROAD,0.268758527,0.070941337,0.312414734,0.263301501,0.708049113,0.084583902,0.941340782,0.380487805,0.590243902,0.048780488,0,0.133603239,0.834008097,1,0,0,0.605128205,0.38974359,1085,0,0,0,0,1,0,non-Intersection,0,0,0,0,0,non-Blackspot
6751,KORUMBURRA-WARRAGUL ROAD,KORUMBURRA-WARRAGUL,ROAD,0.165394402,0.17302799,0.175572519,0.333333333,0.765903308,0.152671756,0.942558747,0.394230769,0.567307692,0.028846154,0.023255814,0.139534884,0.782945736,1,0,0,0.660633484,0.316742081,1048,0,0,0,0,1,4,non-Intersection,0,0,0,1,0,non-Blackspot
7464,BURGESS ROAD,BURGESS,ROAD,0.248971193,0.135802469,0.230452675,0.300411523,0.70781893,0.08436214,0.964435146,0.325757576,0.590909091,0.075757576,0,0.101449275,0.876811594,1,0,0,0.61752988,0.390438247,1019,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
6147,PRINCES WAY,PRINCES,WAY,0.111111111,0.140096618,0.183574879,0.352657005,0.84057971,0.212560386,0.950276243,0.2,0.555555556,0.155555556,0.109756098,0.524390244,0.365853659,0.945054945,0.054945055,0,0.627659574,0.436170213,921,0,0,0.960952354,0,0,0,Intersection,0,0,0,1,0,non-Blackspot
6639,PRINCES FREEWAY,PRINCES,FREEWAY,0.122222222,0.094444444,0.238888889,0.227777778,0.844444444,0.316666667,0.893854749,0.619047619,0.261904762,0.285714286,0.131868132,0.43956044,0.373626374,0.414893617,0.170212766,0.138297872,0.461538462,0.415384615,867,0,0.230548598,0.355939989,0.333965542,0.07954587,0,non-Intersection,0,0,0,1,0,non-Blackspot
9591,MELZAK WAY,MELZAK,WAY,0.224586288,0.14893617,0.29787234,0.174940898,0.730496454,0.153664303,0.878345499,0.287037037,0.490740741,0.185185185,0.021126761,0.366197183,0.584507042,0.922535211,0.035211268,0.021126761,0.604278075,0.374331551,954,0,0.000154631,0.999845369,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
3314,BACK BEACH ROAD,BACK BEACH,ROAD,0.265168539,0.069662921,0.26741573,0.307865169,0.707865169,0.08988764,0.836601307,0.302752294,0.412844037,0.211009174,0.056962025,0.341772152,0.525316456,1,0,0,0.6,0.327777778,926,0,0,0.423615018,0,0.191938099,0,non-Intersection,0,0,0,0,0,non-Blackspot
3409,GLEN STREET,GLEN,STREET,0.216535433,0.069553806,0.250656168,0.282152231,0.761154856,0.181102362,0.877631579,0.364583333,0.427083333,0.182291667,0.030405405,0.391891892,0.537162162,1,0,0,0.658536585,0.365853659,967,0,0,0.529167624,0,0.470832376,0,non-Intersection,0,0,0,0,0,non-Blackspot
1758,CAPE OTWAY ROAD,CAPE OTWAY,ROAD,0.211267606,0.123239437,0.207746479,0.330985915,0.764084507,0.126760563,0.975609756,0.448275862,0.471264368,0.08045977,0,0.125,0.875,0.961165049,0,0,0.666666667,0.384615385,1060,0,0,0.969900129,0,0.030099871,0,non-Intersection,0,0,0,0,0,non-Blackspot
3434,PHILLIP ISLAND ROAD,PHILLIP ISLAND,ROAD,0.121794872,0.102564103,0.16025641,0.365384615,0.878205128,0.25,0.882352941,0.609756098,0.341463415,0,0,0.230769231,0.769230769,1,0,0,0.739130435,0.231884058,1048,0,0,0.491741617,0,0.508258383,1,non-Intersection,0,0,0,0,0,non-Blackspot
5623,MOE-RAWSON ROAD,MOE-RAWSON,ROAD,0.144578313,0.072289157,0.162650602,0.403614458,0.828313253,0.21686747,0.855384615,0.5,0.371794872,0.076923077,0.066666667,0.214814815,0.696296296,0.968992248,0,0,0.613138686,0.437956204,938,0,0,0.636402966,0,0.313318929,0,non-Intersection,0,0,0,1,0,non-Blackspot
3097,BOAT CREEK ROAD,BOAT CREEK,ROAD,0.12455516,0.042704626,0.128113879,0.34519573,0.854092527,0.359430605,0.882978723,0.594936709,0.329113924,0.037974684,0,0.449152542,0.516949153,1,0,0,0.646017699,0.256637168,1015,0,0,0.67449124,0.32550876,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
507,CLARINDA STREET,CLARINDA,STREET,0.100244499,0.070904645,0.161369193,0.30806846,0.897310513,0.359413203,0.901015228,0.572727273,0.236363636,0.145454545,0.080745342,0.385093168,0.51552795,0.911949686,0.088050314,0,0.638554217,0.313253012,981,0,0,0.951705855,0,0,0,non-Intersection,0,0,0,1,0,Blackspot
5607,LATROBE RIVER ROAD,LATROBE RIVER,ROAD,0.199115044,0.088495575,0.181415929,0.376106195,0.761061947,0.154867257,0.852941176,0.5,0.287878788,0.060606061,0,0.231707317,0.768292683,1,0,0,0.710743802,0.314049587,1047,0,0,0,1,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
231,OLD WESTERN HIGHWAY,OLD WESTERN,HIGHWAY,0.144846797,0.13091922,0.208913649,0.348189415,0.816155989,0.167130919,0.880813953,0.456521739,0.423913043,0.054347826,0,0.12173913,0.852173913,1,0,0,0.691542289,0.268656716,1042,0,0,0,0,1,0,non-Intersection,0,0,0,1,0,non-Blackspot
6143,CHURCH STREET,CHURCH,STREET,0.261654135,0.114285714,0.311278195,0.192481203,0.712781955,0.120300752,0.888554217,0.379518072,0.487951807,0.174698795,0.013761468,0.348623853,0.591743119,0.96728972,0.03271028,0,0.598540146,0.364963504,951,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
7354,SEBASTOPOL-SMYTHESDALE ROAD,SEBASTOPOL-SMYTHESDALE,ROAD,0.220843672,0.138957816,0.208436725,0.312655087,0.724565757,0.1191067,0.944303797,0.37037037,0.555555556,0.12962963,0,0.134453782,0.831932773,1,0,0,0.56122449,0.43877551,1017,0,0,0.757533446,0,0,0,Intersection,0,0,0,0,0,Blackspot
3583,VISTA DRIVE,VISTA,DRIVE,0.166990291,0.091262136,0.217475728,0.304854369,0.798058252,0.219417476,0.868217054,0.405797101,0.369565217,0.202898551,0.040358744,0.412556054,0.479820628,0.967741935,0,0.032258065,0.597402597,0.41991342,962,0,0,0.988882791,0.011117209,0,0,non-Intersection,0,0,0,0,0,Blackspot
2884,MCCONACHY ROAD,MCCONACHY,ROAD,0.129943503,0.101694915,0.149717514,0.378531073,0.838983051,0.240112994,0.898591549,0.455445545,0.356435644,0.148514851,0,0.35915493,0.577464789,0.978723404,0,0.021276596,0.759776536,0.234636872,1068,0,0,1,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
8121,OLD TANJIL ROAD,OLD TANJIL,ROAD,0.212307692,0.104615385,0.187692308,0.378461538,0.741538462,0.116923077,0.972560976,0.494949495,0.494949495,0.080808081,0,0.120689655,0.853448276,1,0,0,0.652694611,0.317365269,1047,0,0,0,0.752669441,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
9900,ALL NATIONS GULLY ROAD,ALL NATIONS GULLY,ROAD,0.156682028,0.064516129,0.262672811,0.377880184,0.801843318,0.138248848,0.923076923,0.433962264,0.377358491,0.188679245,0,0.29787234,0.670212766,1,0,0,0.672268908,0.394957983,982,0,0,0.755055492,0.021306475,0.019913532,0,non-Intersection,0,0,0,0,0,non-Blackspot
594,GRIFFITH STREET,GRIFFITH,STREET,0.226153846,0.095384615,0.363076923,0.212307692,0.747692308,0.103076923,0.811463047,0.342391304,0.505434783,0.130434783,0.042918455,0.278969957,0.639484979,0.869565217,0.130434783,0,0.655487805,0.353658537,1005,0,0.408640741,0.591227502,0.000131757,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
4259,ANGLERS ROAD,ANGLERS,ROAD,0.151162791,0.065116279,0.234883721,0.313953488,0.830232558,0.234883721,0.859410431,0.532110092,0.275229358,0.220183486,0.023391813,0.409356725,0.502923977,0.920454545,0.079545455,0,0.767045455,0.238636364,965,0,0,0.825721922,0,0.174278078,0,non-Intersection,0,0,0,0,0,non-Blackspot
4832,GARDEN STREET,GARDEN,STREET,0.210619469,0.09380531,0.277876106,0.276106195,0.755752212,0.14159292,0.953571429,0.418300654,0.464052288,0.137254902,0,0.237864078,0.708737864,1,0,0,0.55078125,0.390625,950,0,0,0.834676388,0,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2127,SCHOOL ROAD,SCHOOL,ROAD,0.206521739,0.101449275,0.188405797,0.344202899,0.759057971,0.15942029,0.940433213,0.387283237,0.514450867,0.098265896,0,0.128865979,0.850515464,0.984375,0,0,0.775510204,0.221088435,1099,0,0,1,0,0,0,non-Intersection,0,1,0,0,0,non-Blackspot
9165,THOMSON STREET,THOMSON,STREET,0.200557103,0.114206128,0.245125348,0.281337047,0.740947075,0.158774373,0.954285714,0.36,0.51,0.12,0,0.134920635,0.841269841,0.976377953,0,0,0.677966102,0.310734463,1016,0,0,0.867505371,0,0.132494629,1,non-Intersection,0,0,0,1,0,non-Blackspot
9254,BACK BEACH ROAD,BACK BEACH,ROAD,0.126404494,0.120786517,0.171348315,0.22752809,0.81741573,0.353932584,0.94017094,0.48,0.333333333,0.146666667,0.098684211,0.440789474,0.388157895,0.790849673,0.065359477,0.14379085,0.62745098,0.307189542,950,0,0,0.591386357,0.408613643,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2538,HEDLEY STREET,HEDLEY,STREET,0.182795699,0.069892473,0.182795699,0.315412186,0.783154122,0.249103943,0.929577465,0.483443709,0.38410596,0.119205298,0.057416268,0.368421053,0.535885167,0.906103286,0.0657277,0,0.712121212,0.303030303,1038,0,0,0.823194204,0.176805796,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
3422,RENNISON ROAD,RENNISON,ROAD,0.121794872,0.102564103,0.16025641,0.365384615,0.878205128,0.25,0.882352941,0.609756098,0.341463415,0,0,0.230769231,0.769230769,1,0,0,0.739130435,0.231884058,1048,0,0,0.738840661,0,0.261159339,0,non-Intersection,0,0,0,0,0,non-Blackspot
3124,SEAHAVEN DRIVE,SEAHAVEN,DRIVE,0.12455516,0.042704626,0.128113879,0.34519573,0.854092527,0.359430605,0.882978723,0.594936709,0.329113924,0.037974684,0,0.449152542,0.516949153,1,0,0,0.646017699,0.256637168,1015,0,0,0.776582445,0.223417555,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
5928,JAMES ROAD,JAMES,ROAD,0.121495327,0.130841121,0.23364486,0.392523364,0.794392523,0.121495327,0.936363636,0.285714286,0.785714286,0.142857143,0,0.142857143,0.857142857,1,0,0,0.559322034,0.423728814,934,0,0,0,0,0.13908274,0,non-Intersection,0,0,0,0,0,non-Blackspot
4496,MAHERS ROAD,MAHERS,ROAD,0.175308642,0.098765432,0.222222222,0.325925926,0.785185185,0.177777778,0.926470588,0.441441441,0.513513514,0.099099099,0,0.142857143,0.827067669,1,0,0,0.629807692,0.370192308,1025,0,0,0,0,0.730004858,0,non-Intersection,0,0,0,0,0,non-Blackspot
7612,MAIN ROAD,MAIN,ROAD,0.156682028,0.064516129,0.262672811,0.377880184,0.801843318,0.138248848,0.923076923,0.433962264,0.377358491,0.188679245,0,0.29787234,0.670212766,1,0,0,0.672268908,0.394957983,982,0,0,0.96035133,0.03964867,0,0,non-Intersection,0,0,0,0,0,Blackspot
4924,LOCK STREET,LOCK,STREET,0.210619469,0.09380531,0.277876106,0.276106195,0.755752212,0.14159292,0.953571429,0.418300654,0.464052288,0.137254902,0,0.237864078,0.708737864,1,0,0,0.55078125,0.390625,950,0,0,0.970516672,0.029483328,0,0,non-Intersection,0,0,0,0,0,non-Blackspot
2728,GELLIBRAND STREET,GELLIBRAND,STREET,0.140311804,0.06013363,0.182628062,0.258351893,0.846325167,0.35857461,0.871264368,0.548672566,0.203539823,0.203539823,0.066666667,0.420512821,0.461538462,0.979487179,0,0.020512821,0.552380952,0.466666667,846,0,0,0.890624492,0,0.109375508,0,non-Intersection,0,0,0,0,0,non-Blackspot
